rating,review
5 stars: Excellent,Good cheap and reliable connection
5 stars: Excellent,"<p class=""review-content__text"">
                Excellent application to call India
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                wast of money<br><br>🇮🇳 India subscribe monthly plan
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Compared with two other similar apps, the best app to call abroad.
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                Absolute garbage, They have been advertising 80 mns welcome offer to Afghanistan for the past 1 week to me and I have tried everything I can but it will mot procceed with my payments.<br><br>Whats worst is that you dont have anyone to contact that can take your comments and resolve the issue, I will not recommend their service to anyone.
            </p>"
5 stars: Excellent,No comments yet
1 star: Bad,"<p class=""review-content__text"">
                There’s no connections <br>The call doesn’t connected <br>But they eat credit <br>So poor quality<br>I’m calling to Afghanistan The call doesn’t connected, <br>But I’m losing my credit.<br>I swear from 80 minutes call credit <br>I just used 10 minutes <br>The rest i lose...
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                I dont know where to start for this company. Their rates are sky high for some of the destinations compare to other providers. The call quality is next to zero and then when you need help that needs urgent attention, you got a team that is sitting behind a screen who will reply to your querry whenever they are bothered. They dont have a call centre you can call, they have a chat system on their system and when click on that its also an enquiry form that again goes to their team who will only reply if they are bothered. <br><br>The only thing they are best at is sending you constant texts and emails to rate their app and there you have it; A very honest review.
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                Great price but will not connect with service in Egypt very difficult and then I find service with another company who will check the lines I find problem and fix. I can't contact Rebtel because the number posted it doesn't have the right amount of numbers to complete call to ask for service correction.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Good price, excellent connection , easy to use. I am happy! I can stop the service anytime.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                This is the best solution I have ever used to call my family on the other side of the world.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                it is good to use and quality is better then other apps
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Even with 5 dollars I can talk to my family.
            </p>"
5 stars: Excellent,Good value for a high quality calls
5 stars: Excellent,"<p class=""review-content__text"">
                Great experience with this application, very easy to use.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Great app. Great work.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Very cheap, clear and easy to use app. I strongly recommend it!!
            </p>"
5 stars: Excellent,Absolutely brilliant and great value.
5 stars: Excellent,"<p class=""review-content__text"">
                excellent call quality, reliable service and absolutely best value for money, best of all cheap international calls providers I've tried, really recommended
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                kind of scam<br>Liberate International Calling<br>Global unlimited<br>i read all this so i register with them then i find out its not Global unlimited and i cant call my country  and its not for free <br>i ask for refund and he said its not possible and i have to wait one month and then ask for refund <br>not recommended stay away from them
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Great app...great customer service...definitely meets its purpose
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                It is a great app to call to international. No voice breaking and affordable price.
            </p>"
4 stars: Great,Good services
5 stars: Excellent,"<p class=""review-content__text"">
                I just tried Rebtel Intl. calling plan for a week, it was easy to sign up and start calling, calls were connecting all the time and were of excellent audio quality without any lag or background noises. I was able to deactivate the service after the trial period without any issues. I am currently signed up for a contract with another long distance plan. Once the contract ends, I am signing up with to Rebtel for good 😊
            </p>"
5 stars: Excellent,"I love rebtel .Awesome guys,"
1 star: Bad,"<p class=""review-content__text"">
                It’s very bad customer support, there is no communication to customer before they stop the services. Took double payments and saying once they take payment never returns to customer. Such a useless policy for they company<br><br><br>Thanks for the response to the above post, I contacted to the support via email, there is no proper response from the support again.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                For me Rebtel is the best application to communicate with my relatives in Cuba.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Affordable, great design and best quality
            </p>"
2 stars: Poor,"<p class=""review-content__text"">
                Very poor network connection, calling quality worthless , they offer 80 minutes for cheap price first purchase after first used cost getting double, rubbish
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I have used this company for over three months now and the service has been excellent. I have had a little problem navigating their website but they are very good overall.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                The App is user friendly. The voice is most of the time is very clear. I like the discount we get for some holidays. I have been using this App for the last five years and I like it.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Very good service, clear calls and very good rates.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Rebtel is professional and safe.  Good rates.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Very good rate . Easy to use ...
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Awesome to use and pricing! Has made calling to kenya very cheap and has saved me close to 120 dollars a month. Love it!
            </p>"
5 stars: Excellent,Easy and simple
1 star: Bad,"<p class=""review-content__text"">
                Got a $150 phone bill because whilst using the app it connected me to a UK number when I was calling from the USA.  Therefore I not only paid an international call rate but I also paid Rebtel for the pleasure of making this call via the app.  DO NOT USE REBTEL!!!!  USE SKYPE, Rebtel will simply say it's my user error, and yes perhaps it is, but if I'm registered in the USA why the bloody hell would I want to connect to a UK number in the app!!  Utterly ridiculous system.  Skype people, Skype!
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                Customer support doenst exist.  They only reply stating they have a high volume of request.  Then hire more people man, this is what contact centers do.<br>Even worst, they charged my credit card with unauthorized amounts.  I have only authorized to pay $5 monthly and they charged the first $5 and 2 days later they charged $25 more. I have sent 2 emails requesting the refund of the $25, they only reply stating they have a high volume of tickets.  Are we dealing with money thieves or what?
            </p>"
5 stars: Excellent,I love the convenience
4 stars: Great,"<p class=""review-content__text"">
                The service is good, but customer support is difficult.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Great application and I now get to talk to family and friends back home affordably.
            </p>"
5 stars: Excellent,Best call quality and good service
5 stars: Excellent,"<p class=""review-content__text"">
                I uses Rebtel for my International calls, it's easy and user friendly. The voice quality is very clear. I love Rebtel.
            </p>"
5 stars: Excellent,It's really wonderful  I like it
5 stars: Excellent,"<p class=""review-content__text"">
                Price is affordable and the quality is there.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Easy to set up, Glitch free, Hear the other side pretty clearly, Feels like local call when it's an international one, Love it and Worth it.
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                It is my first time returning to Rebtel after many years. It has not been working for the whole day. It started with a bad experience of letting me validate my phone number only after some 20 attempts. It was weird as there are surely better-automated ways of validating a phone number these days. The app complained of poor network, which is actually not the case as I was connected via WiFi in central Europe. After that, no call has been going thru.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                My husband was deported overseas and unfortunately where he is staying, there is no WiFi for what’s app. Rebtel made it beyond simple for me to keep in touch with him and for a very low price! I would be spending fortunes if not for Rebtel! The only downside would be that he is unable to call me back but that is because he doesn’t have WiFi. Hopefully they will come out with texting in the future but regardless, they have found a loyal customer in me! Thank you Rebtel for all that you do!! Keep up the amazing work as you are making a big difference!!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                The calls go fast and the top up go fast as well <br>Rebtel is very very nice to use I love it I will recommend for more people
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Rebtel  is perfect for call with my wife en other en Colombia andthe is corectly
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I'm using this app for more than 3 months now, and its really cool
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Easy use, Excellent conection, low cost.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I have used REBTEL for years without any issues.  No network excuses.  They are the best!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                There is so much of efficiency in the use and services of rebel, so go for it!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Rebtel is as easy as anything you can think of. It's very convenient and trustworthy but the only problem is it takes quiet some hours before the receiptiant gets whatever you're sending. Aside that, it's an app I'd totally recommend
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Just great - I wish i knew about this service years ago when i spent a fortune making international calls.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Easy to use, inexpensive, clear lines. Great way to to keep in contact with friends and family in Canada.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Good app and useful app.make distance lesser
            </p>"
3 stars: Average,"<p class=""review-content__text"">
                Rebtel is not as cheap as everyone says it is. I wanted to call Swaziland and it costs a massive GBP7.00 every 30 minutes.  I was able to get a better deal from my standard mobile provider, even their ""call the EU"" isn't that great as many mobile providers already include this package as an add on.<br><br>One the plus side though, the quality of the line was fantastic.  When I called Swaziland it was almost as if I was calling from a landline within the country itself.<br><br>*edit:* The line I called was Swaziland/eSwatini (as the country in Africa) . It is indeed GBP 7.00 for 30 minutes.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Very affordable way to talk to your family and friends that woyld normally cost a fortune! Thank you!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Low rates, intuitive use
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Always great reception and very professional customer service.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                This app is so good. Calls are clear and normal. Affordable
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                This app is really amazing.very easy to used.<br>Thank you.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Update: After a while it worked. A bit confusing as, in my case, the call needed to be done through a local number. Nice that company representatives answer here. <br>-----------<br>After having registered and put in my credit card details, I got the access details. So far so good. The only problem is... I am not able to call at all! The app seems to try to call a number, but it goes back after a second to a normal call choice from my mobile. <br>Very disappointing.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Easy to use. My calls always go straight through!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                This perfect app has all what you needs users friendly with touch of simplicity for all ages group the reception very clear and keeps the favorites numbers you have called <br>The only drawback is that cost of phone calls if the reduced price the will take the word with storm, lot of people I know users WhatsApp or Viber but personally I don’t like to use them I feel all information is being monitored and God only knows what’s going to do with it
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Excellent service. .. Very clear voice, no problem while taking over phone
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Straightforward to set up and use. Trouble-free phone lines.
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                Hallo why you don t have free calling  you say <br>60 mnites  but dont  have 60minuter
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Hi guys <br>I love this app and it is a really useful service but its just strange? I paid for 30 days calls to the uk for 6 euro from Ireland and now the service has suddenly just cut off? <br><br>Can you tell me what has happened?
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Freweini  1219$
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Excellent service. I am satisfied.
            </p>"
5 stars: Excellent,Best calling option
1 star: Bad,"<p class=""review-content__text"">
                If i could put 0 stars i would,i hate being taken advantage of I put in £7 initially when i registered and downloaded the app with the intention of mostly making calls to cameroon,yhey promised to give me some free time on registration for £1 which i never got.The £7 didnt even get me upto 15mins in the first place they said i needed to recharge my account.When ahead to recharge another £7 tried calling and it said i had insufficient funds are these people for real! I just lost £7 and have nothing to show for it.Saw a monthly subscription for worldwide calling at £5 and thought to try it just to find out it doesnt include Cameroon,Complete Scammers!!! misrepresenting themselves.Tried to log in to cancel subscription and was unable to,and there is no uk number you can use to get through to them.STAY AWAY FROM REBTEL THESE ARE SCAMMERS!!! THIEVES ACTUALLY!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                It’s a very excellent app that give you free trials to make international call with various interesting offers. I highly recommend this site for international calling!!!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Quality customer service care and value for money
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                A must service for all the Expats in different countries globally. An easy to use interface and great pricing makes this app a huge success.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Easy, quality and economical, with a week free trial!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                awesome and good rebtel.<br>Thank you rebtel.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Excellent service 👍 I experienced.  I am easily able to talk to my family in INDIA from Canada ❤️Thats all because of Rebtel.<br>All credits goes to Rebtel ✌🏻<br>Thanku soo much Rebtel👍
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I'd rate them 5* on the following:<br>1. Service offered<br>2. Consistency<br>3. Customer support<br>4. Pricing
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Overall excellent design and quality. Only minor issue is the lack of a dial tone when placing calls. It would be great to see this addressed in an update.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                I wish I had been introduced to this sooner. It’s just brilliant. Having not so tech savvy parents with non-smart phones in remote part of India , this application is an absolute life-saver , when it comes to keeping in touch with family every day. <br><br>It’s brilliant , very cost-effective and user friendly. I would definitely recommend this .
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Thank you Rebtel!<br>No echo and no delays in conversation.
            </p>"
5 stars: Excellent,Reliable service
5 stars: Excellent,Good service!!!
5 stars: Excellent,"<p class=""review-content__text"">
                Great service.  Quality is excellent
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I was in need to talk to my parents when there was heavy flood and I found Rebtel is affordable with good quality of sound without any distraction or disconnection. Rebtel, indeed helped me to talk freely without excessive bill or lump. Thanks Rebtel. Keep up the good work.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I have been using Rebtel for some months, I really like their services and calling rate is also cheap comparing to calling with local network.
            </p>"
5 stars: Excellent,Veery good Calling app
5 stars: Excellent,"<p class=""review-content__text"">
                Very good and cheap. Been using it for long time, always work and cheaper then i expect it.
            </p>"
5 stars: Excellent,It's really good.
5 stars: Excellent,"<p class=""review-content__text"">
                Excellent<br>I'm very happy using  this new communication. Excellent.<br>Use it anymore!
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Cool App... But need more features.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                As a new immigrant to Canada, I had a challenge staying in touch with some people in Nigeria for different reasons, mainly cost (for mobile/GSM calls) or in some cases poor connectivity (for VoIP calls). Rebtel solved those issues! It's easy to access on web or app options, offers various payment options, the voice quality is great, provides constant reminders on my usage, and I can make my calls whether my contact has internet access or not. Need I say more? Try Rebtel and thank me later :)
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Great product, easy to use app good quality of calls.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                It's really easy to use it and has a good price for the quality they provide ! I recommend !
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Absolutely great app and fast customer support service.
            </p>"
1 star: Bad,You are such a pain!
5 stars: Excellent,"<p class=""review-content__text"">
                I will highly recommend Rebtel,Whenever me and my relatives,friends need to call overseas without thinking about any other option. Five Star from me.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                I have been using Rebtel service for more than 10 years and my experience is very good. It is a little pricy for the country I frequently calling to, Ethiopia, but  they are trustworthy and responsive. There are some unreasonable charges made when there is a call made and connection was not made. I hope that is improved over time.
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                Price of call rate is increasing every year but services and call quality are decreasing drastically!
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                I have been using rebtel for a while. Initially the connection was good and the service was worth the money. But for couple of days now I had bad experiences.  Today is the worst. I keep adding money( 10dollars) to my account but the call does not even last 10min then it stated no credit left. When I add 10dollars it stated the call will last 34min. I real dont know what to think. I am thinking there must be other good services out there...very disappointed. I end up ending the call early as it keeps disconnecting me from my call.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                easy a nice way to make interrnational calls
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                It was a wonderful experience worthy of praise.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Excellent program to call cells and landlines around the world.Highly useful for global citizens and digital nomads. Connection is generally stable and the value offered for money is good. Recommend it!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                best of the best. worldwide.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Rebtel help me keep connected with my family communication so easy everyday, I like it
            </p>"
2 stars: Poor,"<p class=""review-content__text"">
                Really annoyed regarding support. I am struggling to add one phone number in my account and last few days i am trying to resolve the issue via Rabtel support. But Rabtel support is not responding via Email. I am very much frustrated
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Rebtel is a fantastic app for making international calls. I enjoy the quality of the calls 24/7. They can provide more affordable pricing, though.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                You guy's  are so professional, Thank you.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Fast setup, clear audio and very easy to use. Loving it.
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                Completely avoid this scammers...the worst is that they don't even read your complaint properly...they answer what they want to...I said my account says I have more than £6 left but can't make a call... asking me to top up...where is the money I put in? I can take the stupid promotion you are talking about...no problem. But why can't I make a call after recharging? I contacted one of agents and they said they would sort it out...that means they acknowledge the issue... scammers!!!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                We are using the service to make calls from HK to UK, voice quality is good. Very competitive rates if your usage is high.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                This is best app for international calls.thqq for keep atteched me with my family.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Cheap and easy to use !! Thank you
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Yes this product is very nice and very easy. To make calls outside of the country. And inside of.and is very very cheap guys
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Excellent and reliable international call app
            </p>"
5 stars: Excellent,Easy and cheaper to call to Croatia
5 stars: Excellent,"<p class=""review-content__text"">
                I used to call direct back then through Verizon and I have to paid up to $500 or more in a month !!! Until I finally goggles about making calls and thereafter never got disappointed by REBTEL 💯🙏☀️.
            </p>"
2 stars: Poor,"<p class=""review-content__text"">
                am using rebtel from past 4 months , intially it is good. later becomes worst service. you cannot hear ringing on other side.. keep on waiting to connect. Unable to contact customer service when we want.. Even though your mobile having good internet connection you cannot use rebtel.. only through wifi only it works. Totally disappointed with service.
            </p>"
5 stars: Excellent,Excellent app.
5 stars: Excellent,"<p class=""review-content__text"">
                I tried other international phone services and found this one to offer the best quality price ratio. Ease of use and sound quality is what I have been looking for for a long time. Thanks.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Rebtel has been a kind of breakthrough for my agency: being based in Africa, I now make calls all over the world over the Internet at a very low cost.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Excellent quality, easy to use and very cheap fees
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Simple to use great voice quality and no dramas
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Easy to use. Pricing not too bad either, well for me at least.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I found it very easy to operate and less costly.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Rebtel is very simple, cheap and good.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                fair, good quality, fast and caring customer support
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Simple and easy to use. The quality is great, you get what you pay for and more. Long live rebtel
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                I was using rebetel for two weeks, and i found i was being charged by my mobile career. They charge me while using the rebtel app from my mobile, i was charged £146 for using talk time minutes as well as mobile data.I am waiting to get it solved, if not i will consult a lawyer to sue this fraudulent company. Please do never use Rebtel, its a fraud company.<br><br>As of now, it has been 5 weeks, nothing has been done or resolved from Rebtel. All they are asking whether I made national or international calls.The best solution is to avoid Rebtel and be aware of using them in future.So basically they are asking me to pay the billed amount apart from paying their bills.I wonder how can such companies exist?
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Love Rebtel, so easy to use, pay and have never had a problem connecting to any of my local numbers.  Highly recommended for pricing and ease of use.  Thank you for a great service.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Just started using this, its seems to work really well, but I cant pay via paypal, which is a bit of a hassle :/ would up to 5 stars if I could
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                The worst service ever! You have money deducted even if you don't connect to the phone you are calling. I lost over £5 whilst trying to call a mobile in Africa. I didn't connect at all and I was being directed to a number that kept me on hold.<br><br>Save yourself time and money. Use Skype.
            </p>"
5 stars: Excellent,Thanks to rebel team
5 stars: Excellent,"<p class=""review-content__text"">
                Super budget and user friendly
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I really think this is a good app, because of it I’ve been able to communicate to the loved ones outside US, that’s exactly why I recommend to others, thank you!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Excellent services and the quality is admirable.
            </p>"
5 stars: Excellent,It's fast and reliable
5 stars: Excellent,"<p class=""review-content__text"">
                Good choice and i will recommend to all my friends
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Excellent service and high quality calling for families and  friends thak you guys for your faithful because you show me  how easy to connect with my family
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Excellent price, works every time, can't ask for more!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Rebtel app is exellent.it is super fast I am using this app since 2017 . Try it you won’t regret
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Great and easy to use, it would be great if prices getting lower, and I would recommend everyone to use it and give five stars.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Very good service. I am making international phone calls with very good voice quality and no interruptions. Recommended for international calls!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                the best !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                It's an awesome app, and service overall!<br><br>But ... the app is not a five, because the inability to have favorite contacts. Although it keeps record of the most recent calls, the same contact can have different numbers, hence, only one ""recent"" call is shown, which is inaccurate
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                💪 very powerful indeed
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                An absolute breeze and very easy to use the site.  Best site out there for international calls.  There is somewhat of a delay between us speaking but that's to be expected; being that we are in different countries.  But Rebtel use the best method of transferring calls; be it through your Wifi, data or telephone lines.  And ALL for £4! I challenge anyone to find a cheaper option!!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Great simple easy to use service, transparent pricing, easy top up, faultless really. Great app 5 stars.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Very good voice communication.<br>Calls don't drop like WhatsApp.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Easy to use, crystal clear line, competitive pricing.
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                this the most crazy things I ever seen, with out my permeation they charged my card and when I am going to talk with them about my issue respond me in Spanish language. this company took my money few times any they did not provide international phone calls credit.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Excellent pricing and updated app which is very much useful and cost savings on international trips.
            </p>"
5 stars: Excellent,Easy and reliable
5 stars: Excellent,"<p class=""review-content__text"">
                Lovely app for international calls would definitely recommend.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I love using rebtel. It's easier to use and i love the call quality.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Excellent service at a reasonable cost, app is easy to navigate!!!
            </p>"
5 stars: Excellent,It’s best application and service
5 stars: Excellent,"<p class=""review-content__text"">
                Hi its a very good application to call worldwide and the quality of call?/network is above average.highly recommend it.thank you rebtel.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Very efficient and reliable service with low costs and perfect calls.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Easy to communicate with people far away from us especially the sound is very clear
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Direct simple userfriendly and very good prices
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Excellent.Iwould like to touch with this company.thanks
            </p>"
5 stars: Excellent,Very good app
5 stars: Excellent,"<p class=""review-content__text"">
                I have never had a moment of regret with Rebtel. They are efficient, reliable and the app is user friendly. Best of all , I can send top ups to friends and family from the comfort of my space. All I need is my phone and fingers. Cooool!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Easy, cheap and comfortable
            </p>"
5 stars: Excellent,Recommended for use
5 stars: Excellent,"<p class=""review-content__text"">
                I am very satisfied with the app. The only thing that would make it better is if they offered texting.
            </p>"
5 stars: Excellent,Very nice and lovely service.
5 stars: Excellent,"Brilliant & amazing very cost effective,"
5 stars: Excellent,"<p class=""review-content__text"">
                Good and  reliable
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                Hi, before was so good Rebtel. But receiver dont hear to me when I bought this time. I called so many time. Every time i did not speak properly. I can hear but they cannot hear. every time you cut off money. Totally i wasted this money. Most of time i called , but showing calling to Bangladesh. But not. Fake ringing. Stop your business If cant give service. Don’t play with customer.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                One of the best if not the very best. simple, reliable, rewarding, and affordable.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                A good app for calling and good customer services
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                I only used Rebtel to add funds to my family phones in Cuba through different promotions Rebtel has for Cubacel (Cuba provider). However, in February 2019, I made a transaction, Rebtel didn't process it for whatever reason (I just got an automatic response saying they couldn't process it at that moment), I waited, tried again, and it was processed fine. When I checked my bank statement, I found they charged me twice, so I called the bank and cancelled one of the transactions and forgot about it. <br>Later in June, I tried to use my Rebtel account to send funds to Cuba again, and my account was ""restricted"". I contacted Rebtel and the response I received was that they restricted my account because of my claim for the duplicated transaction and basically the only way for them to restore my account was if I told my bank I was wrong with the claim in first place. We went back and forth a couple of emails and they insisted with the pretension that I had to cancel my claim with the bank (by the way, we are talking about $20 here).<br>Of course, I am not going to do it because it wasn't my fault that their software didn't process it in first place, but did process the transaction after.<br>In my opinion, that is not the best way to handle a situation like this with a long term client. <br>As a result, I am using a different provider now.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                The app is cool and the call rate is fantastic,I believe it can only get better.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Easy to setup, low charges, smooth integration with android caller
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Great service for a great price and no monthly fees.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                I'v a great experience with Rebel, it helps me a lot to contact with my family in Sudan after the military regime blocked the internet.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                You are able to communicate with your loved ones anywhere and anytime.. and it's quite affordable.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Good Price, good quality.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Rebtel is quick, clear and cheap.
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                I was double charged by Rebtel on the same day and i disputed the charge with my bank directly as there is no direct line to call your customer service. Now Rebtel has blocked my account despite having the first payment made for an entire month, and customer care finally replies saying i need to show proof from my bank that i will remove the dispute and i should have contacted customer service. How are we supposed to trust a customer service where we are the mercy of someone replying to emails rather than getting immediate resolution, and i am sure most people miss double charges of small amounts like $10 unless they check card statements very closely . Very poor experience, and a lot of times the call drops too.
            </p>"
5 stars: Excellent,rebtel is the best super fast app
5 stars: Excellent,Very cheap and convenient to use.
